"configuration_guide","chapter","section","summary steps","Steps","Command or Action","Purpose"
"Cisco 4000 Series ISRs Software Configuration Guide, Cisco IOS XE 17","Basic Router Configuration","Configuring a Loopback Interface","1. interface type number
2. (Option 1) ip address ip-address mask
3. (Option 2) ipv6 address ipv6-address/prefix
4. exit","Step 1","interface type
number
Example:
Router(config)# interface Loopback 0","Enters configuration mode on the loopback interface."
"Cisco 4000 Series ISRs Software Configuration Guide, Cisco IOS XE 17","Basic Router Configuration","Configuring a Loopback Interface","1. interface type number
2. (Option 1) ip address ip-address mask
3. (Option 2) ipv6 address ipv6-address/prefix
4. exit","Step 2","(Option 1) ip address ip-address mask
Example:
Router(config-if)# ip address 10.108.1.1 255.255.255.0","Sets the IP address and subnet mask on the loopback interface. (If you are configuring an IPv6 address, use the ipv6 address ipv6-address/prefix command described below."
"Cisco 4000 Series ISRs Software Configuration Guide, Cisco IOS XE 17","Basic Router Configuration","Configuring a Loopback Interface","1. interface type number
2. (Option 1) ip address ip-address mask
3. (Option 2) ipv6 address ipv6-address/prefix
4. exit","Step 3","(Option 2) ipv6 address ipv6-address/prefix
Example:
Router(config-if)# 2001:db8::ffff:1/128","Sets the IPv6 address and prefix on the loopback interface."
"Cisco 4000 Series ISRs Software Configuration Guide, Cisco IOS XE 17","Basic Router Configuration","Configuring a Loopback Interface","1. interface type number
2. (Option 1) ip address ip-address mask
3. (Option 2) ipv6 address ipv6-address/prefix
4. exit","Step 4","exit
Example:
Router(config-if)# exit","Exits configuration mode for the loopback interface and returns to global configuration mode."
"Cisco 4000 Series ISRs Software Configuration Guide, Cisco IOS XE 17","Basic Router Configuration","Configuring Command-Line Access","1. line [ aux | console | tty | vty ] line-number
2. password password
3. login
4. exec-timeout minutes [ seconds ]
5. exit
6. line [ aux | console | tty | vty ] line-number
7. password password
8. login
9. end","Step 1","line [ aux |
console |
tty |
vty ] line-number
Example:
Router(config)# line console 0","Enters line configuration mode, and specifies the type of line. The example provided here specifies a console terminal for access."
"Cisco 4000 Series ISRs Software Configuration Guide, Cisco IOS XE 17","Basic Router Configuration","Configuring Command-Line Access","1. line [ aux | console | tty | vty ] line-number
2. password password
3. login
4. exec-timeout minutes [ seconds ]
5. exit
6. line [ aux | console | tty | vty ] line-number
7. password password
8. login
9. end","Step 2","password password
Example:
Router(config-line)# password 5dr4Hepw3","Specifies a unique password for the console terminal line."
"Cisco 4000 Series ISRs Software Configuration Guide, Cisco IOS XE 17","Basic Router Configuration","Configuring Command-Line Access","1. line [ aux | console | tty | vty ] line-number
2. password password
3. login
4. exec-timeout minutes [ seconds ]
5. exit
6. line [ aux | console | tty | vty ] line-number
7. password password
8. login
9. end","Step 3","login
Example:
Router(config-line)# login","Enables password checking at terminal session login."
"Cisco 4000 Series ISRs Software Configuration Guide, Cisco IOS XE 17","Basic Router Configuration","Configuring Command-Line Access","1. line [ aux | console | tty | vty ] line-number
2. password password
3. login
4. exec-timeout minutes [ seconds ]
5. exit
6. line [ aux | console | tty | vty ] line-number
7. password password
8. login
9. end","Step 4","exec-timeout minutes [ seconds ]
Example:
Router(config-line)# exec-timeout 5 30 Router(config-line)#","Sets the interval during which the EXEC command interpreter waits until user input is detected. The default is 10 minutes. Optionally, adds seconds to the interval value. The example provided here shows a timeout of 5 minutes and 30 seconds. Entering a timeout of 0 0 specifies never to time out."
"Cisco 4000 Series ISRs Software Configuration Guide, Cisco IOS XE 17","Basic Router Configuration","Configuring Command-Line Access","1. line [ aux | console | tty | vty ] line-number
2. password password
3. login
4. exec-timeout minutes [ seconds ]
5. exit
6. line [ aux | console | tty | vty ] line-number
7. password password
8. login
9. end","Step 5","exit
Example:
Router(config-line)# exit","Exits line configuration mode to re-enter global configuration mode."
"Cisco 4000 Series ISRs Software Configuration Guide, Cisco IOS XE 17","Basic Router Configuration","Configuring Command-Line Access","1. line [ aux | console | tty | vty ] line-number
2. password password
3. login
4. exec-timeout minutes [ seconds ]
5. exit
6. line [ aux | console | tty | vty ] line-number
7. password password
8. login
9. end","Step 6","line [ aux |
console |
tty |
vty ] line-number
Example:
Router(config)# line vty 0 4 Router(config-line)#","Specifies a virtual terminal for remote console access."
"Cisco 4000 Series ISRs Software Configuration Guide, Cisco IOS XE 17","Basic Router Configuration","Configuring Command-Line Access","1. line [ aux | console | tty | vty ] line-number
2. password password
3. login
4. exec-timeout minutes [ seconds ]
5. exit
6. line [ aux | console | tty | vty ] line-number
7. password password
8. login
9. end","Step 7","password password
Example:
Router(config-line)# password aldf2ad1","Specifies a unique password for the virtual terminal line."
"Cisco 4000 Series ISRs Software Configuration Guide, Cisco IOS XE 17","Basic Router Configuration","Configuring Command-Line Access","1. line [ aux | console | tty | vty ] line-number
2. password password
3. login
4. exec-timeout minutes [ seconds ]
5. exit
6. line [ aux | console | tty | vty ] line-number
7. password password
8. login
9. end","Step 8","login
Example:
Router(config-line)# login","Enables password checking at the virtual terminal session login."
"Cisco 4000 Series ISRs Software Configuration Guide, Cisco IOS XE 17","Basic Router Configuration","Configuring Command-Line Access","1. line [ aux | console | tty | vty ] line-number
2. password password
3. login
4. exec-timeout minutes [ seconds ]
5. exit
6. line [ aux | console | tty | vty ] line-number
7. password password
8. login
9. end","Step 9","end
Example:
Router(config-line)# end","Exits line configuration mode, and returns to privileged EXEC mode."
"Cisco 4000 Series ISRs Software Configuration Guide, Cisco IOS XE 17","Basic Router Configuration","Configuring Static Routes","1. (Option 1) ip route prefix mask { ip-address | interface-type interface-number [ ip-address ]}
2. (Option 2) ipv6 route prefix/mask { ipv6-address | interface-type interface-number [ ipv6-address ]}
3. end","Step 1","(Option 1) ip route prefix
mask { ip-address | interface-type interface-number [ ip-address ]}
Example:
Router(config)# ip route 192.168.1.0 255.255.0.0 10.10.10.2","Specifies a static route for the IP packets. (If you are configuring an IPv6 address, use the ipv6 route command described below.)"
"Cisco 4000 Series ISRs Software Configuration Guide, Cisco IOS XE 17","Basic Router Configuration","Configuring Static Routes","1. (Option 1) ip route prefix mask { ip-address | interface-type interface-number [ ip-address ]}
2. (Option 2) ipv6 route prefix/mask { ipv6-address | interface-type interface-number [ ipv6-address ]}
3. end","Step 2","(Option 2) ipv6 route prefix/mask { ipv6-address | interface-type interface-number [ ipv6-address ]}
Example:
Router(config)# ipv6 route 2001:db8:2::/64","Specifies a static route for the IP packets."
"Cisco 4000 Series ISRs Software Configuration Guide, Cisco IOS XE 17","Basic Router Configuration","Configuring Static Routes","1. (Option 1) ip route prefix mask { ip-address | interface-type interface-number [ ip-address ]}
2. (Option 2) ipv6 route prefix/mask { ipv6-address | interface-type interface-number [ ipv6-address ]}
3. end","Step 3","end
Example:
Router(config)# end","Exits global configuration mode and enters privileged EXEC mode."
"Cisco 4000 Series ISRs Software Configuration Guide, Cisco IOS XE 17","Basic Router Configuration","Configuring Routing Information Protocol","1. router rip
2. version { 1 | 2 }
3. network ip-address
4. no auto-summary
5. end","Step 1","router rip
Example:
Router(config)# router rip","Enters router configuration mode, and enables RIP on the router."
"Cisco 4000 Series ISRs Software Configuration Guide, Cisco IOS XE 17","Basic Router Configuration","Configuring Routing Information Protocol","1. router rip
2. version { 1 | 2 }
3. network ip-address
4. no auto-summary
5. end","Step 2","version { 1 | 2 }
Example:
Router(config-router)# version 2","Specifies use of RIP version 1 or 2."
"Cisco 4000 Series ISRs Software Configuration Guide, Cisco IOS XE 17","Basic Router Configuration","Configuring Routing Information Protocol","1. router rip
2. version { 1 | 2 }
3. network ip-address
4. no auto-summary
5. end","Step 3","network ip-address
Example:
Router(config-router)# network 192.168.1.1
Router(config-router)# network 10.10.7.1","Specifies a list of networks on which RIP is to be applied, using the address of the network of each directly connected network."
"Cisco 4000 Series ISRs Software Configuration Guide, Cisco IOS XE 17","Basic Router Configuration","Configuring Routing Information Protocol","1. router rip
2. version { 1 | 2 }
3. network ip-address
4. no auto-summary
5. end","Step 4","no auto-summary
Example:
Router(config-router)# no auto-summary","Disables automatic summarization of subnet routes into network-level routes. This allows subprefix routing information to pass across classful network boundaries."
"Cisco 4000 Series ISRs Software Configuration Guide, Cisco IOS XE 17","Basic Router Configuration","Configuring Routing Information Protocol","1. router rip
2. version { 1 | 2 }
3. network ip-address
4. no auto-summary
5. end","Step 5","end
Example:
Router(config-router)# end","Exits router configuration mode, and enters privileged EXEC mode."
"Cisco 4000 Series ISRs Software Configuration Guide, Cisco IOS XE 17","Basic Router Configuration","Configuring Enhanced Interior Gateway Routing Protocol","1. router eigrp as-number
2. network ip-address
3. end","Step 1","router eigrp as-number
Example:
Router(config)# router eigrp 109","Enters router configuration mode, and enables EIGRP on the router. The autonomous-system number identifies the route to other EIGRP routers and is used to tag the EIGRP information."
"Cisco 4000 Series ISRs Software Configuration Guide, Cisco IOS XE 17","Basic Router Configuration","Configuring Enhanced Interior Gateway Routing Protocol","1. router eigrp as-number
2. network ip-address
3. end","Step 2","network ip-address
Example:
Router(config)# network 192.168.1.0
Router(config)# network 10.10.12.115","Specifies a list of networks on which EIGRP is to be applied, using the IP address of the network of directly connected networks."
"Cisco 4000 Series ISRs Software Configuration Guide, Cisco IOS XE 17","Basic Router Configuration","Configuring Enhanced Interior Gateway Routing Protocol","1. router eigrp as-number
2. network ip-address
3. end","Step 3","end
Example:
Router(config-router)# end","Exits router configuration mode, and enters privileged EXEC mode."
