"configuration_guide","chapter","section","summary steps","Steps","Command or Action","Purpose"
"Interface and Hardware Components Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Auto-MDIX","Configuring Auto-MDIX on an Interface - Procedure","","Step 3","interface interface-id
Example:
Device(config)# interface gigabitethernet1/0/1","Specifies the physical interface to be configured, and enter interface configuration mode."
"Interface and Hardware Components Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Auto-MDIX","Configuring Auto-MDIX on an Interface - Procedure","","Step 4","mdix auto
Example:
Device(config-if)# mdix auto","Enables the Auto MDIX feature."
"Interface and Hardware Components Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Auto-MDIX","Configuring Auto-MDIX on an Interface - Procedure","","Step 5","end
Example:
Device(config-if)# end","Returns to privileged EXEC mode."
"Interface and Hardware Components Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Auto-MDIX","Configuring Auto-MDIX on an Interface - Procedure","","Step 6","copy running-config startup-config
Example:
Device# copy running-config startup-config","(Optional) Saves your entries in the configuration file."
"Interface and Hardware Components Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Ethernet Management Port","Disabling and Enabling the Ethernet Management Port - Procedure","","Step 1","configure terminal
Example:
Device# configure terminal","Enters global configuration mode."
"Interface and Hardware Components Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Ethernet Management Port","Disabling and Enabling the Ethernet Management Port - Procedure","","Step 2","interface gigabitethernet0/0
Example:
Device(config)# interface gigabitethernet0/0","Specifies the Ethernet management port in the CLI."
"Interface and Hardware Components Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Ethernet Management Port","Disabling and Enabling the Ethernet Management Port - Procedure","","Step 3","shutdown
Example:
Device(config-if)# shutdown","Disables the Ethernet management port."
"Interface and Hardware Components Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Ethernet Management Port","Disabling and Enabling the Ethernet Management Port - Procedure","","Step 4","no shutdown
Example:
Device(config-if)# no shutdown","Enables the Ethernet management port."
"Interface and Hardware Components Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Ethernet Management Port","Disabling and Enabling the Ethernet Management Port - Procedure","","Step 5","exit
Example:
Device(config-if)# exit","Exits interface configuration mode."
"Interface and Hardware Components Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring Ethernet Management Port","Disabling and Enabling the Ethernet Management Port - Procedure","","Step 6","show interfaces gigabitethernet0/0
Example:
Device# show interfaces gigabitethernet0/0","Displays the link status. To find out the link status to the PC, you can monitor the LED for the Ethernet management port. The LED is green (on) when the link is active, and the LED is off when the link is down. The LED is amber when there is a POST failure."
"Interface and Hardware Components Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Checking Port Status and Connectivity","Running the TDR Test - Procedure","","Step 1","test cable-diagnostics tdr { interface { interface-number }}","Starts the TDR test."
"Interface and Hardware Components Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Checking Port Status and Connectivity","Running the TDR Test - Procedure","","Step 2","show cable-diagnostics tdr { interface interface-number }","Displays the TDR test counter information."
"Interface and Hardware Components Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring LLDP, LLDP-MED, and Wired Location Service","Enabling LLDP - Procedure","","Step 1","enable
Example:
Device> enable","Enables privileged EXEC mode. Enter your password, if prompted."
"Interface and Hardware Components Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring LLDP, LLDP-MED, and Wired Location Service","Enabling LLDP - Procedure","","Step 2","configure terminal
Example:
Device# configure terminal","Enters global configuration mode."
"Interface and Hardware Components Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring LLDP, LLDP-MED, and Wired Location Service","Enabling LLDP - Procedure","","Step 3","lldp run
Example:
Device(config)# lldp run","Enables LLDP globally on the device."
"Interface and Hardware Components Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring LLDP, LLDP-MED, and Wired Location Service","Enabling LLDP - Procedure","","Step 4","interface interface-id
Example:
Device(config)# interface gigabitethernet2/0/1","Specifies the interface on which you are enabling LLDP, and enters interface configuration mode."
"Interface and Hardware Components Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring LLDP, LLDP-MED, and Wired Location Service","Enabling LLDP - Procedure","","Step 5","lldp transmit
Example:
Device(config-if)# lldp transmit","Enables the interface to send LLDP packets."
"Interface and Hardware Components Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring LLDP, LLDP-MED, and Wired Location Service","Enabling LLDP - Procedure","","Step 6","lldp receive
Example:
Device(config-if)# lldp receive","Enables the interface to receive LLDP packets."
"Interface and Hardware Components Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring LLDP, LLDP-MED, and Wired Location Service","Enabling LLDP - Procedure","","Step 7","end
Example:
Device(config-if)# end","Exits interface configuration mode, and returns to privileged EXEC mode."
"Interface and Hardware Components Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring LLDP, LLDP-MED, and Wired Location Service","Enabling LLDP - Procedure","","Step 8","show lldp
Example:
Device# show lldp","Verifies the configuration."
"Interface and Hardware Components Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring LLDP, LLDP-MED, and Wired Location Service","Enabling LLDP - Procedure","","Step 9","copy running-config startup-config
Example:
Device# copy running-config startup-config","(Optional) Saves your entries in the configuration file."
"Interface and Hardware Components Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring LLDP, LLDP-MED, and Wired Location Service","Configuring LLDP Characteristics - Procedure","","Step 1","enable
Example:
Device> enable","Enables privileged EXEC mode. Enter your password, if prompted."
"Interface and Hardware Components Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring LLDP, LLDP-MED, and Wired Location Service","Configuring LLDP Characteristics - Procedure","","Step 2","configure terminal
Example:
Device# configure terminal","Enters global configuration mode."
"Interface and Hardware Components Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring LLDP, LLDP-MED, and Wired Location Service","Configuring LLDP Characteristics - Procedure","","Step 3","lldp holdtime seconds
Example:
Device(config)# lldp holdtime 120","(Optional) Specifies the amount of time a receiving device should hold the information from your device before discarding it. The range is 0 to 65535 seconds; the default is 120 seconds."
"Interface and Hardware Components Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring LLDP, LLDP-MED, and Wired Location Service","Configuring LLDP Characteristics - Procedure","","Step 4","lldp reinit delay
Example:
Device(config)# lldp reinit 2","(Optional) Specifies the delay time in seconds for LLDP to initialize on an interface. The range is 2 to 5 seconds; the default is 2 seconds."
"Interface and Hardware Components Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring LLDP, LLDP-MED, and Wired Location Service","Configuring LLDP Characteristics - Procedure","","Step 5","lldp timer rate
Example:
Device(config)# lldp timer 30","(Optional) Sets the sending frequency of LLDP updates in seconds. The range is 5 to 65534 seconds; the default is 30 seconds."
"Interface and Hardware Components Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring LLDP, LLDP-MED, and Wired Location Service","Configuring LLDP Characteristics - Procedure","","Step 6","lldp tlv-select
Example:
Device(config)# tlv-select","(Optional) Specifies the LLDP TLVs to send or receive."
"Interface and Hardware Components Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring LLDP, LLDP-MED, and Wired Location Service","Configuring LLDP Characteristics - Procedure","","Step 7","interface interface-id
Example:
Device(config)# interface gigabitethernet2/0/1","Specifies the interface on which you are enabling LLDP, and enters interface configuration mode."
"Interface and Hardware Components Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring LLDP, LLDP-MED, and Wired Location Service","Configuring LLDP Characteristics - Procedure","","Step 8","lldp med-tlv-select
Example:
Device(config-if)# lldp med-tlv-select inventory management","(Optional) Specifies the LLDP-MED TLVs to send or receive."
"Interface and Hardware Components Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring LLDP, LLDP-MED, and Wired Location Service","Configuring LLDP Characteristics - Procedure","","Step 9","end
Example:
Device(config-if)# end","Exits interface configuration mode, and returns to privileged EXEC mode."
"Interface and Hardware Components Configuration Guide, Cisco IOS XE Dublin 17.12.x (Catalyst 9300 Switches)","Configuring LLDP, LLDP-MED, and Wired Location Service","Configuring LLDP Characteristics - Procedure","","Step 10","show lldp
Example:
Device# show lldp","Verifies the configuration."
