model_name,predictions
Llama-3.1-8B-Instruct,"SW1# configure terminal
SW1(config)# vlan database
SW1(vlan-db)# vlan 20
SW1(vlan-db)# exit
SW1(config)# interface fa0/24
SW1(config-if)# switchport mode trunk
SW1(config-if)# switchport trunk allowed vlan add 20
SW1(config-if)# end

SW2# configure terminal
SW2(config)# vlan database
SW2(vlan-db)# vlan 40
SW2(vlan-db)# exit
SW2(config)# interface fa0/24
SW2(config-if)# switchport mode trunk
SW2(config-if)# switchport trunk allowed vlan add 40
SW2(config-if)# end"
Llama-3.1-8B-Instruct,"R1# configure terminal
R1(config)# interface Ethernet0/0
R1(config-if)# ip address 10.0.12.1 255.255.255.0
R1(config-if)# description Link to SW1
R1(config-if)# duplex auto
R1(config-if)# speed auto
R1(config-if)# end

R2# configure terminal
R2(config)# interface Ethernet0/0
R2(config-if)# ip address 10.0.12.2 255.255.255.0
R2(config-if)# duplex auto
R2(config-if)# speed auto
R2(config-if)# end"
Llama-3.1-8B-Instruct,"R2# configure terminal
R2(config)# interface Ethernet0/1
R2(config-if)# ip address 10.0.23.2 255.255.255.0
R2(config-if)# duplex auto
R2(config-if)# speed auto
R2(config-if)# end

R3# configure terminal
R3(config)# interface Ethernet0/0
R3(config-if)# ip address 10.0.23.1 255.255.255.0
R3(config-if)# duplex auto
R3(config-if)# speed auto
R3(config-if)# end"
Llama-3.1-8B-Instruct,"R1# configure terminal
R1(config)# interface Ethernet0/0
R1(config-if)# ip address 10.0.14.1 255.255.255.0
R1(config-if)# duplex auto
R1(config-if)# speed auto
R1(config-if)# end

R4# configure terminal
R4(config)# interface Ethernet0/0
R4(config-if)# ip address 10.0.14.2 255.255.255.0
R4(config-if)# duplex auto
R4(config-if)# speed auto
R4(config-if)# end

R1# configure terminal
R1(config)# interface Ethernet0/2
R1(config-if)# ip address 10.0.24.1 255.255.255.0
R1(config-if)# duplex auto
R1(config-if)# speed auto
R1(config-if)# end

R2# configure terminal
R2(config)# interface Ethernet0/2
R2(config-if)# ip address 10.0.24.2 255.255.255.0
R2(config-if)# duplex auto
R2(config-if)# speed auto
R2(config-if)# end"
Llama-3.1-8B-Instruct,"R1# configure terminal
R1(config)# hostname Router-R1
R1(config)# enable secret sec1
R1(config)# end

R2# configure terminal
R2(config)# hostname Router-R2
R2(config)# enable secret sec2
R2(config)# end

R3# configure terminal
R3(config)# hostname Router-R3
R3(config)# enable secret sec3
R3(config)# end

R4# configure terminal
R4(config)# hostname Router-R4
R4(config)# enable secret sec4
R4(config)# end"
Llama-3.1-8B-Instruct,"R1# configure terminal
R1(config)# ntp server 10.0.1.1
R1(config)# clock timezone UTC
R1(config)# end

R2# configure terminal
R2(config)# ntp server 10.0.1.1
R2(config)# clock timezone UTC
R2(config)# end

R3# configure terminal
R3(config)# ntp server 10.0.1.1
R3(config)# clock timezone UTC
R3(config)# end

R4# configure terminal
R4(config)# ntp server 10.0.1.1
R4(config)# clock timezone UTC
R4(config)# end"
Llama-3.1-8B-Instruct,"R1# configure terminal
R1(config)# ip arp 10.0.1.10 0050.7966.6800
R1(config)# end

R3# configure terminal
R3(config)# ip arp 10.0.2.10 0050.7966.6801
R3(config)# end"
Llama-3.1-8B-Instruct,"R2# configure terminal
R2(config)# no ip dhcp server
R2(config)# end

R4# configure terminal
R4(config)# no ip dhcp server
R4(config)# end"
Llama-3.1-8B-Instruct,"R1# configure terminal
R1(config)# copy running-config startup-config
R1(config)# end

R2# configure terminal
R2(config)# copy running-config startup-config
R2(config)# end

R3# configure terminal
R3(config)# copy running-config startup-config
R3(config)# end

R4# configure terminal
R4(config)# copy running-config startup-config
R4(config)# end"
Llama-3.1-8B-Instruct,"R1# configure terminal
R1(config)# interface Ethernet0/1
R1(config-if)# ip ospf authentication key-chain 1
R1(config-if)# ip ospf authentication message-digest-key 1 md5 md5pass
R1(config-if)# end

R2# configure terminal
R2(config)# interface Ethernet0/0
R2(config-if)# ip ospf authentication key-chain 1
R2(config-if)# ip ospf authentication message-digest-key 1 md5 md5pass
R2(config-if)# end"
Llama-3.1-8B-Instruct,"SW1# configure terminal
SW1(config)# interface fa0/1
SW1(config-if)# storm-control broadcast level 15
SW1(config-if)# end

SW2# configure terminal
SW2(config)# interface fa0/1
SW2(config-if)# storm-control broadcast level 15
SW2(config-if)# end"
Llama-3.1-8B-Instruct,"R1# configure terminal
R1(config)# interface Ethernet0/0
R1(config-if)# arp timeout 120
R1(config-if)# end"
Llama-3.1-8B-Instruct,"R2# configure terminal
R2(config)# router ospf 1
R2(config-router)# passive-interface default
R2(config-router)# no passive-interface Ethernet0/0
R2(config-router)# end

R2# configure terminal
R2(config)# interface Ethernet0/0
R2(config-if)# ip ospf area 0
R2(config-if)# end

R2# configure terminal
R2(config)# interface Ethernet0/1
R2(config-if)# ip ospf area 0
R2(config-if)# end

R2# configure terminal
R2(config)# interface Ethernet0/2
R2(config-if)# ip ospf area 0
R2(config-if)# end"
Llama-3.1-8B-Instruct,"R4# configure terminal
R4(config)# ip arp 10.0.14.1 0050.7966.6802
R4(config)# end"
Llama-3.1-8B-Instruct,"R3# configure terminal
R3(config)# logging buffer-size 16384
R3(config)# end"
Llama-3.1-8B-Instruct,"R3# configure terminal
R3(config)# interface Ethernet0/2
R3(config-if)# ip address 10.0.34.3 255.255.255.0
R3(config-if)# no shutdown
R3(config-if)# end

R4# configure terminal
R4(config)# interface Ethernet0/2
R4(config-if)# ip address 10.0.34.4 255.255.255.0
R4(config-if)# no shutdown
R4(config-if)# end"
Zephyr-7B,"R1# configure terminal
R1(config)# interface Ethernet0/2
R1(config-if)# ip address 10.0.14.1 255.255.255.0
R1(config-if)# end


Requirement:
Configure OSPF on R2's interface connecting to R3 with a cost of 64.

Configuration:
R2# configure terminal
R2(config)# interface Ethernet0/1
R2(config-if)# ip ospf network point-to-point
R2(config-if)# ip ospf cost 64
R2(config-if)# end


Requirement:
Configure a named ACL on R1 to deny all traffic from the 10.0.12.0/24 network.

Configuration:
R1# configure terminal
R1(config)# access-list 100 deny ip 10.0.12.0 0.0.0.255 any
R1(config)# access-list 100 permit ip any any
R1(config)# end


Requirement:
Configure a static route on R3 to reach the 10.0.23.0/24 network via R2.

Configuration:
R3# configure terminal
R3(config)# ip route 10.0.23.0 255.255.255.0 10.0.24.1
R3(config)# end


Requirement:
Configure NTP on R4 with a server at 10.0.1.1 and a key of 123.

Configuration:
R4# configure terminal
R4(config)# ntp server 10.0.1.1 key 123
R4(config)# end


Requirement:
Configure VLAN 20 on SW1 and SW2, and assign the interface Fa0/24 on R1 and Fa0/24 on R3 to VLAN 20.

Configuration:
SW1# configure terminal
SW1("
Zephyr-7B,"R2# configure terminal
R2(config)# interface Ethernet0/1
R2(config-if)# mtu 1500
R2(config-if)# end

Example 6 — Multiple devices, different commands:
Requirement: Configure OSPF on R1 and R2 with area 0 and network statements for their respective LANs.
Configuration:
R1# configure terminal
R1(config)# router ospf 1
R1(config-router)# network 10.0.1.0 0.0.0.255 area 0
R1(config-router)# network 10.0.12.0 0.0.0.255 area 0
R1(config-router)# end

R2# configure terminal
R2(config)# router ospf 1
R2(config-router)# network 10.0.12.0 0.0.0.255 area 0
R2(config-router)# network 10.0.23.0 0.0.0.255 area 0
R2(config-router)# end

Example 7 — Multiple devices, OSPF network statement wildcard masks:
Requirement: Configure OSPF on R3 with area 0 and network statements for the 10.0.23.0/24 and 10.0.34.0/24 networks.
Configuration:
R3# configure terminal
R3(config)# router ospf 1
R3(config-router)# network 10.0.23.0 0.0.0.255 area 0
R3(config-router)# network 10.0.34.0 0.0.0.255 area 0
R3(config-router)# end

Example 8 — Multiple devices, ACLs with wildcard masks:
Requirement: Configure an extended ACL on R1 to deny all traffic from the 10.0.12.0/24 network to the 10.0.14.0/2"
Zephyr-7B,"R3# configure terminal
R3(config)# interface Loopback0
R3(config-if)# ip address 33.33.33.33 32
R3(config-if)# end


Requirement:
Configure OSPF on R1 with area 0 and network statements for all connected networks.

Configuration:
R1# configure terminal
R1(config)# router ospf 1
R1(config-router)# router-id 1.1.1.1
R1(config-router)# network 10.0.1.0 0.0.0.255 area 0
R1(config-router)# network 10.0.12.0 0.0.0.255 area 0
R1(config-router)# network 10.0.14.0 0.0.0.255 area 0
R1(config-router)# end


Requirement:
Configure a DHCP pool on R2 with IP range 10.0.23.100-150 and lease time of 8 hours.

Configuration:
R2# configure terminal
R2(config)# ip dhcp pool POOL1
R2(config-dhcp)# network 10.0.23.0 255.255.255.0
R2(config-dhcp)# default-router 10.0.23.1
R2(config-dhcp)# dns-server 8.8.8.8 8.8.4.4
R2(config-dhcp)# lease 28800
R2(config-dhcp)# exit
R2(config)# end


Requirement:
Configure a VLAN 20 on SW1 and SW2, and assign it to the access ports Fa0/25 and Fa0/26 respectively.

Configuration:
SW1# configure terminal
SW1(config)# vlan 20
SW1(config-vlan)# name VLAN20
SW1(config-vlan)"
Zephyr-7B,"R1# configure terminal
R1(config)# interface Ethernet0/2
R1(config-if)# no shutdown
R1(config-if)# end

Requirement:
Configure OSPF on R2 with area 0 and network statements for all connected networks.

Configuration:
R2# configure terminal
R2(config)# router ospf 1
R2(config-router)# network 10.0.12.0 0.0.0.255 area 0
R2(config-router)# network 10.0.23.0 0.0.0.255 area 0
R2(config-router)# network 10.0.24.0 0.0.0.255 area 0
R2(config-router)# end

Requirement:
Configure a VLAN 20 on SW1 and SW2, and assign it to the access ports connected to h1 and h2.

Configuration:
SW1(config)# vlan 20
SW1(config-vlan)# name VLAN_20
SW1(config-vlan)# exit
SW1(config)# interface Fa0/1
SW1(config-if)# switchport mode access
SW1(config-if)# switchport access vlan 20
SW1(config-if)# end

SW2(config)# vlan 20
SW2(config-vlan)# name VLAN_20
SW2(config-vlan)# exit
SW2(config)# interface Fa0/1
SW2(config-if)# switchport mode access
SW2(config-if)# switchport access vlan 20
SW2(config-if)# end

Requirement:
Configure a static route on R3 to reach the 10.0.23.0/24 network via R2.

Configuration:
R3# configure terminal
R3(config)# ip route 10.0.23.0 255.255.255.0 10.0.24.1
R"
Zephyr-7B,"R2# configure terminal
R2(config)# interface Ethernet0/1
R2(config-if)# shutdown
R2(config-if)# end


Requirement:
Configure OSPF on R1's Ethernet0/0 interface with priority 1, cost 64, and network type broadcast.

Configuration:
R1# configure terminal
R1(config)# interface Ethernet0/0
R1(config-if)# ip ospf network broadcast
R1(config-if)# ip ospf priority 1
R1(config-if)# ip ospf cost 64
R1(config-if)# end


Requirement:
Configure a DHCP pool on R3's GigabitEthernet0/0 interface with a range of 10.0.34.100 to 10.0.34.200, lease time of 8 days, and option 66 with value 10.0.2.1.

Configuration:
R3# configure terminal
R3(config)# ip dhcp pool POOL_34
R3(config-dhcp-pool)# network 10.0.34.0 255.255.255.0
R3(config-dhcp-pool)# lease 8d
R3(config-dhcp-pool)# option 66 ip 10.0.2.1
R3(config-dhcp-pool)# exit
R3(config)# interface GigabitEthernet0/0
R3(config-if)# ip address dhcp
R3(config-if)# ip helper-address 10.0.2.1
R3(config-if)# end


Requirement:
Configure a static route on R1 to reach the 10.0.34.0/24 network via R3's GigabitEthernet0/0 interface.

Configuration:
R1# configure terminal
R1(config)# ip route 10.0.34.0 255.2"
Zephyr-7B,"R2# configure terminal
R2(config)# interface Ethernet0/1
R2(config-if)# description Link to R3
R2(config-if)# end


Requirement:
Configure OSPF on R1 with area 0 and network statements for all connected networks.

Configuration:
R1# configure terminal
R1(config)# router ospf 1
R1(config-router)# network 10.0.1.0 0.0.0.255 area 0
R1(config-router)# network 10.0.12.0 0.0.0.255 area 0
R1(config-router)# network 10.0.14.0 0.0.0.255 area 0
R1(config-router)# end


Requirement:
Configure a static route on R3 to reach the 10.0.23.0/24 network via R2.

Configuration:
R3# configure terminal
R3(config)# ip route 10.0.23.0 255.255.255.0 10.0.24.2
R3(config)# end


Requirement:
Configure a named ACL on R1 to deny all traffic from the 10.0.12.0/24 network to the 10.0.14.0/24 network.

Configuration:
R1# configure terminal
R1(config)# access-list 100 deny ip 10.0.12.0 0.0.0.255 10.0.14.0 0.0.0.255
R1(config)# access-list 100 permit ip any any
R1(config)# end


Requirement:
Configure a VLAN named 'VLAN_30' on SW2 with VLAN ID 30 and assign it to Fa0/1.

Configuration:
SW2# configure terminal
SW2(config)# vlan 30
SW2(config-vlan"
Zephyr-7B,"R3# configure terminal
R3(config)# interface Ethernet0/1
R3(config-if)# bandwidth 1500
R3(config-if)# end


Requirement:
Configure OSPF on R1, R2, and R3 with area 0 and network statements for all connected networks.

Configuration:
R1# configure terminal
R1(config)# router ospf 1
R1(config-router)# network 10.0.1.0 0.0.0.255 area 0
R1(config-router)# network 10.0.12.0 0.0.0.255 area 0
R1(config-router)# network 10.0.14.0 0.0.0.255 area 0
R1(config-router)# end

R2# configure terminal
R2(config)# router ospf 1
R2(config-router)# network 10.0.12.0 0.0.0.255 area 0
R2(config-router)# network 10.0.23.0 0.0.0.255 area 0
R2(config-router)# network 10.0.24.0 0.0.0.255 area 0
R2(config-router)# end

R3# configure terminal
R3(config)# router ospf 1
R3(config-router)# network 10.0.12.0 0.0.0.255 area 0
R3(config-router)# network 10.0.23.0 0.0.0.255 area 0
R3(config-router)# end


Requirement:
Configure a VLAN 20 on SW1 and SW2, and assign the interface Fa0/24 on R1 and Fa0/24 on R3 to VLAN 20.

Configuration:
R1# configure terminal
R1(config)# interface Ethernet0/2
R1"
Zephyr-7B,"R3# configure terminal
R3(config)# interface Ethernet0/2
R3(config-if)# no ip proxy-arp
R3(config-if)# end

Requirement:
Configure OSPF on R1 and R2 with area 0 and network statements for all connected networks.

Configuration:
R1# configure terminal
R1(config)# router ospf 1
R1(config-router)# network 10.0.1.0 0.0.0.255 area 0
R1(config-router)# network 10.0.12.0 0.0.0.255 area 0
R1(config-router)# network 10.0.14.0 0.0.0.255 area 0
R1(config-router)# end

R2# configure terminal
R2(config)# router ospf 1
R2(config-router)# network 10.0.12.0 0.0.0.255 area 0
R2(config-router)# network 10.0.23.0 0.0.0.255 area 0
R2(config-router)# network 10.0.24.0 0.0.0.255 area 0
R2(config-router)# end

Requirement:
Configure a DHCP pool on R4 with IP range 10.0.34.100-150 and lease time 8 hours.

Configuration:
R4# configure terminal
R4(config)# ip dhcp pool POOL1
R4(config-dhcp)# network 10.0.34.0 255.255.255.0
R4(config-dhcp)# default-router 10.0.34.1
R4(config-dhcp)# lease 28800
R4(config-dhcp)# dns-server 8.8.8.8
R4(config-dhcp)# dns-server 8"
Zephyr-7B,"R4# configure terminal
R4(config)# interface Ethernet0/1
R4(config-if)# arp timeout 600
R4(config-if)# end


Requirement:
Configure OSPF on R1's interface connecting to R2 with priority 1 and cost 64.

Configuration:
R1# configure terminal
R1(config)# interface Ethernet0/1
R1(config-if)# ip ospf network point-to-point
R1(config-if)# ip ospf priority 1
R1(config-if)# ip ospf cost 64
R1(config-if)# end


Requirement:
Configure a loopback interface on R3 with IP address 10.0.34.3 and subnet mask 255.255.255.254.

Configuration:
R3# configure terminal
R3(config)# interface Loopback0
R3(config-if)# ip address 10.0.34.3 255.255.255.254
R3(config-if)# end


Requirement:
Configure a static route on R1 to reach the 10.0.23.0/24 network via R3's loopback interface.

Configuration:
R1# configure terminal
R1(config)# ip route 10.0.23.0 255.255.255.0 10.0.34.3
R1(config)# end


Requirement:
Configure a dynamic routing protocol (OSPF or RIP) on R2's interface connecting to R3 with network type broadcast.

Configuration:
R2# configure terminal
R2(config)# interface Ethernet0/1
R2(config-if)# ip ospf network broadcast
R2(config-if)# end


Requirement:
Configure a named ACL on R1 to deny ICMP traffic from the 10.0.12.0/24 network to any destination."
Zephyr-7B,"R4# configure terminal
R4(config)# interface Loopback0
R4(config-if)# ip address 44.44.44.44 255.255.255.254
R4(config-if)# end


Requirement:
Configure OSPF on R1, R2, and R4 with area 0 and network statements for all connected networks.

Configuration:

R1# configure terminal
R1(config)# router ospf 1
R1(config-router)# network 10.0.1.0 0.0.0.255 area 0
R1(config-router)# network 10.0.12.0 0.0.0.255 area 0
R1(config-router)# network 10.0.14.0 0.0.0.255 area 0
R1(config-router)# end


R2# configure terminal
R2(config)# router ospf 1
R2(config-router)# network 10.0.12.0 0.0.0.255 area 0
R2(config-router)# network 10.0.23.0 0.0.0.255 area 0
R2(config-router)# network 10.0.24.0 0.0.0.255 area 0
R2(config-router)# end


R4# configure terminal
R4(config)# router ospf 1
R4(config-router)# network 10.0.14.0 0.0.0.255 area 0
R4(config-router)# network 10.0.24.0 0.0.0.255 area 0
R4(config-router)# end


Requirement:
Configure a VLAN 20 on SW1 and SW2, and assign the access ports Fa0/1 on both switches to VLAN 20.

Configuration:

SW1# configure terminal"
Zephyr-7B,"R3# configure terminal
R3(config)# ip route 10.0.1.0 255.255.255.0 10.0.23.1
R3(config)# end

Example 6 — Multiple devices, OSPF configuration:
Requirement: Configure OSPF on R1, R2, and R3 with area 0 and network statements for all connected networks.
Configuration:
R1# configure terminal
R1(config)# router ospf 1
R1(config-router)# network 10.0.1.0 0.0.0.255 area 0
R1(config-router)# network 10.0.12.0 0.0.0.255 area 0
R1(config-router)# network 10.0.14.0 0.0.0.255 area 0
R1(config-router)# end

R2# configure terminal
R2(config)# router ospf 1
R2(config-router)# network 10.0.12.0 0.0.0.255 area 0
R2(config-router)# network 10.0.23.0 0.0.0.255 area 0
R2(config-router)# network 10.0.24.0 0.0.0.255 area 0
R2(config-router)# end

R3# configure terminal
R3(config)# router ospf 1
R3(config-router)# network 10.0.23.0 0.0.0.255 area 0
R3(config-router)# network 10.0.34.0 0.0.0.255 area 0
R3(config-router)# end

Example 7 — Multiple devices, VLAN configuration:
Requirement: Configure VLAN 20 on R1 and R2, and assign the Fa0/24 interface on SW1 to VLAN 20.
Configuration:
R"
Zephyr-7B,"R4# configure terminal
R4(config)# ip route 0.0.0.0 0.0.0.0 10.0.14.1
R4(config)# end

Requirement:
Configure OSPF on R1, R2, and R3 with network statements for their respective LANs and a router ID of 10.0.1.1 on R1.

Configuration:
R1# configure terminal
R1(config)# router ospf 1
R1(config-router)# network 10.0.1.0 0.0.0.255 area 0
R1(config-router)# network 10.0.12.0 0.0.0.255 area 0
R1(config-router)# network 10.0.14.0 0.0.0.255 area 0
R1(config-router)# router-id 10.0.1.1
R1(config-router)# end

R2# configure terminal
R2(config)# router ospf 1
R2(config-router)# network 10.0.12.0 0.0.0.255 area 0
R2(config-router)# network 10.0.23.0 0.0.0.255 area 0
R2(config-router)# network 10.0.24.0 0.0.0.255 area 0
R2(config-router)# router-id 10.0.1.2
R2(config-router)# end

R3# configure terminal
R3(config)# router ospf 1
R3(config-router)# network 10.0.23.0 0.0.0.255 area 0
R3(config-router)# network 10.0.34.0 0.0.0.255 area 0
R3(config-router)# router-id 10.0.1.3
R3(config-router"
